location,source,target
lobby/page_sign_en|1|3,1.24 6:00 - 1.29 5:59,1.24 6:00 - 1.29 5:59
lobby/page_sign_jp|1|1|1,確認,확인
lobby/page_sign_jp|1|2|1,参拝,참배
lobby/page_sign_jp|1|3,1.24 6:00 - 1.29 5:59,1.24 6:00 - 1.29 5:59
lobby/paipu|0|1|0,牌譜,패보
lobby/paipu|1|4|0|1|1,1,1
lobby/paipu|1|4|0|1|4,位,위
lobby/paipu|1|4|0|2|1,2,2
lobby/paipu|1|4|0|2|4,位,위
lobby/paipu|1|4|0|3|1,3,3
lobby/paipu|1|4|0|3|4,位,위
lobby/paipu|1|4|0|4|1,4,4
lobby/paipu|1|4|0|4|4,位,위
lobby/paipu|1|4|0|7|0,詳細,상세
lobby/paipu|1|4|0|8|0,シェア,공유
lobby/paipu|1|5|0,その他の牌譜,그 밖의 패보
lobby/paipu|1|6,ブクマ上限:,즐겨찾기 상한:
lobby/paipu|1|7|0|1,一覧,일람
lobby/paipu|1|7|1|1,マッチング,매칭
lobby/paipu|1|7|2|1,友人戦,친선전
lobby/paipu|1|7|3|1,大会戦,대회전
lobby/paipu|1|7|4|1,保存,저장
lobby/paipu|1|8,記録なし,기록없음
lobby/paipu|2|2,牌譜IDを入力してください,패보 ID를 입력해주세요
lobby/paipu|2|3|0,確認,확인
lobby/paipu|2|6|1,匿名シェア,익명공유
lobby/paipu|3|1|2,ブックマーク,즐겨찾기
lobby/paipu|3|1|3|0,保存,저장
lobby/paipu|3|1|5,コメントが長すぎます,코멘트가 너무 깁니다.
lobby/payment/buy_yueka_chs|0|3,支払方法を選択してください,결제 방법을 선택해주세요.
lobby/payment/buy_yueka_chs|0|4,商品名：,상품명：
lobby/payment/buy_yueka_chs|0|6,説明,설명
lobby/payment/buy_yueka_chs|0|8,価格：,가격 : 
lobby/payment/buy_yueka_en|0|3,支払方法を選択してください,결제 방법을 선택해주세요.
lobby/payment/buy_yueka_en|0|4,商品名：,상품명：
lobby/payment/buy_yueka_en|0|6,説明,설명
lobby/payment/buy_yueka_en|0|8,価格：,가격：
lobby/payment/buy_yueka_en|0|10,契約ポイント:,계약 포인트:
lobby/payment/choose_method_chs|0|3,支払方法を選択してください,결제 방법을 선택해주세요.
lobby/payment/choose_method_chs|0|4,商品名：,상품명：
lobby/payment/choose_method_chs|0|6,価格：,가격 : 
lobby/payment/choose_method_chs_t|0|3,支払方法を選択してください,결제 방법을 선택해주세요.
lobby/payment/choose_method_chs_t|0|4,商品名：,상품명：
lobby/payment/choose_method_chs_t|0|6,価格：,가격 : 
lobby/payment/choose_method_en|0|3,支払方法を選択してください,결제 방법을 선택해주세요.
lobby/payment/choose_method_en|0|4,商品名：,상품명 : 
lobby/payment/choose_method_en|0|6,価格：,가격 : 
lobby/payment/choose_method_en|0|8,契約ポイント:,계약 포인트:
lobby/payment/creditcard|0|2,クレジットカード,신용카드
lobby/payment/creditcard|0|3|1,カード番号,카드번호
lobby/payment/creditcard|0|3|3,14～16桁の半角数字をハイフンやスペースをいれずに入力してください,14～16자리 반각숫자를 특수문자나 띄어쓰기 없이 입력해주세요.
lobby/payment/creditcard|0|4|0,有効期限,유효기간
lobby/payment/creditcard|0|4|1|0,月,월
lobby/payment/creditcard|0|4|2|0,年,년
lobby/payment/creditcard|0|4|3,月をお選びください,월을 선택해주세요.
lobby/payment/creditcard|0|4|4,年をお選びください,나이를 선택해주세요
lobby/payment/creditcard|0|5|0,セキュリティコード,시큐리티 코드
lobby/payment/creditcard|0|5|3,セキュリティコードは3桁(一部4桁))の数字です。,시큐리티 코드는 3자리(일부 4자리)로 이루어져 있습니다.
lobby/payment/creditcard|0|6|1,確認＆支払い,확인 및 결제
lobby/payment/creditcard|2|0|3|1,確認,확인
lobby/payment/creditcard|2|0|4,セキュリティコード,시큐리티 코드
lobby/payment/creditcard|2|0|5,"Discover,MasterCard,Visaカードの場合、背面署名欄右上に3文字印字されている","Discover,MasterCard,Visa카드의 경우 뒷면 서명란 우측에 세자리입니다."
lobby/payment/creditcard|2|0|6,American Expressカードの場合、背面署名欄右上に3文字印字されている,American Express 카드의 경우 후명 서명란 우측 상단의 3자리입니다.
lobby/payment/wxcode|0|5,商品名称：,상품명칭 : 
lobby/payment/wxcode|0|5|0,6800辉玉,6800辉玉
lobby/payment/wxcode|0|6,应付金额：,미지급금 : 
lobby/payment/wxcode|0|6|0,680.00元,680.00元
lobby/payment/wxcode|0|7,请打开,请打开
lobby/payment/wxcode|0|8,“扫一扫”扫描二维码完成支付,“扫一扫”扫描二维码完成支付
lobby/payment/wxcode|0|9,支付宝,알리페이
lobby/payment/wxcode|0|10|0|0,关闭,关闭
lobby/pifuquan_less|0|2,着せ替え券が足りません,코스튬권이 부족합니다
lobby/pifuquan_less|0|4|0,購入,구입
lobby/pifuquan_less|0|5|0,いいえ,아니오
lobby/pifuquan_less|0|6,着せ替え券が足りません。購入しますか？,코스튬권이 부족합니다. 구입하시겠습니까?
lobby/pipei|0|2,段位戦,등급전
lobby/pipei|0|3,予約中,찾는 중
lobby/pipei|0|4|0,いいえ,아니오
lobby/pipeichenggong|1|2,対戦準備完了,대전 준비 완료
lobby/pipeiyuyue|0|1,予約中,찾는 중
lobby/playerinfo|1|1|0,4人戦,4인전
lobby/playerinfo|1|2|0,3人戦,3인전
lobby/playerinfo|1|3|0,コメント,코멘트
lobby/playerinfo|1|4|1,コメントがありません,코멘트가 없습니다.
lobby/playerinfo|1|4|2|0|8|1|0,詳細,상세
lobby/playerinfo|1|4|5|3,挨拶がありません,인사말이 없습니다.
lobby/playerinfo|1|4|5|4,挨拶,인사말
lobby/playerinfo|1|5|0|5|2,/,/
lobby/playerinfo|1|5|2|1,称号確認,칭호목록
lobby/playerinfo|1|5|3|1,名前変更,이름변경
lobby/playerinfo|1|5|6|1|0,友人戦,친선전
lobby/playerinfo|1|5|6|2|0,段位戦,등급전
lobby/playerinfo|1|5|6|3|0,試練の道,시련의 길
lobby/playerinfo|1|5|7|1|0|0|0,ハイライト,하이라이트
lobby/playerinfo|1|5|7|1|0|3,まだありません,아직 없습니다.
lobby/playerinfo|1|5|7|1|1|0,攻,공
lobby/playerinfo|1|5|7|1|1|2,防,방
lobby/playerinfo|1|5|7|1|1|4,速,속
lobby/playerinfo|1|5|7|1|1|6,運,운
lobby/playerinfo|1|5|7|1|1|8|0,攻,공
lobby/playerinfo|1|5|7|1|1|8|1,防,방
lobby/playerinfo|1|5|7|1|1|8|2,速,속
lobby/playerinfo|1|5|7|1|1|8|3,運,운
lobby/playerinfo|1|5|7|1|1|9|0,スタイル,스타일
lobby/playerinfo|1|5|7|1|2|6,4,4
lobby/playerinfo|1|5|7|1|2|6|0,位,위
lobby/playerinfo|1|5|7|1|2|7,3,3
lobby/playerinfo|1|5|7|1|2|7|0,位,위
lobby/playerinfo|1|5|7|1|2|8,2,2
lobby/playerinfo|1|5|7|1|2|8|0,位,위
lobby/playerinfo|1|5|7|1|2|9,1,1
lobby/playerinfo|1|5|7|1|2|9|0,位,위
lobby/playerinfo|1|5|7|1|2|10|0,対戦記録,대전기록
lobby/playerinfo|1|5|7|1|3|0|0,対戦詳細,대전상세
lobby/playerinfo|1|5|7|1|4|0|2,東風戦,동풍전
lobby/playerinfo|1|5|7|1|4|1|0,一位率,1위율
lobby/playerinfo|1|5|7|1|4|1|2,二位率,2위율
lobby/playerinfo|1|5|7|1|4|1|4,三位率,3위율
lobby/playerinfo|1|5|7|1|4|1|6|0,四位率,4위율
lobby/playerinfo|1|5|7|1|4|1|7|0,飛び率,들통율
lobby/playerinfo|1|5|7|1|4|1|8,対戦数,대전 수
lobby/playerinfo|1|5|7|1|4|1|10,平均和了,평균타점
lobby/playerinfo|1|5|7|1|4|1|12,平均順位,평균순위
lobby/playerinfo|1|5|7|1|4|1|14,最大連荘,최대연짱
lobby/playerinfo|1|5|7|1|4|1|16,和了巡数,화료 순
lobby/playerinfo|1|5|7|1|4|1|18,和了率,화료율
lobby/playerinfo|1|5|7|1|4|1|20,ツモ率,쯔모율
lobby/playerinfo|1|5|7|1|4|1|22,放銃率,방총률
lobby/playerinfo|1|5|7|1|4|1|24,副露率,후로율
lobby/playerinfo|1|5|7|1|4|1|26,立直率,리치율
lobby/playerinfo|1|5|7|1|5|0|2,半荘戦,반장전
lobby/playerinfo|1|5|7|1|5|1|0,一位率,1위율
lobby/playerinfo|1|5|7|1|5|1|2,二位率,2위율
lobby/playerinfo|1|5|7|1|5|1|4,三位率,3위율
lobby/playerinfo|1|5|7|1|5|1|6|0,四位率,4위율
lobby/playerinfo|1|5|7|1|5|1|7|0,飛び率,들통율
lobby/playerinfo|1|5|7|1|5|1|8,対戦数,대전 수
lobby/playerinfo|1|5|7|1|5|1|10,平均和了,평균타점
lobby/playerinfo|1|5|7|1|5|1|12,平均順位,평균순위
lobby/playerinfo|1|5|7|1|5|1|14,最大連荘,최대연짱
lobby/playerinfo|1|5|7|1|5|1|16,和了巡数,화료 순
lobby/playerinfo|1|5|7|1|5|1|18,和了率,화료율
lobby/playerinfo|1|5|7|1|5|1|20,ツモ率,쯔모율
lobby/playerinfo|1|5|7|1|5|1|22,放銃率,방총률
lobby/playerinfo|1|5|7|1|5|1|24,副露率,후로율
lobby/playerinfo|1|5|7|1|5|1|26,立直率,리치율
lobby/playerinfo|1|5|7|1|6|0|2,役達成回数,역 완성 횟수
lobby/playerinfo|1|5|7|1|7|0|2,ローカル役達成回数,로컬 역 완성 횟수
lobby/playerinfo_en|1|1|0,4人戦,4인전
lobby/playerinfo_en|1|2|0,3人戦,3인전
lobby/playerinfo_en|1|3|0,コメント,코멘트
lobby/playerinfo_en|1|4|1,コメントがありません,코멘트가 없습니다.
lobby/playerinfo_en|1|4|2|0|8|1|0,詳細,상세
lobby/playerinfo_en|1|4|5|3,挨拶がありません,인사말이 없습니다.
lobby/playerinfo_en|1|4|5|4,挨拶,인사말
lobby/playerinfo_en|1|5|0|5|2,/,/
lobby/playerinfo_en|1|5|2|1,称号確認,칭호목록
lobby/playerinfo_en|1|5|3|1,名前変更,이름변경
lobby/playerinfo_en|1|5|6|1|0,友人戦,친선전
lobby/playerinfo_en|1|5|6|2|0,段位戦,등급전
lobby/playerinfo_en|1|5|6|3|0,試練の道,시련의 길
lobby/playerinfo_en|1|5|7|1|0|0|0,ハイライト,하이라이트
lobby/playerinfo_en|1|5|7|1|0|3,まだありません,아직 없습니다.
lobby/playerinfo_en|1|5|7|1|1|0,攻,공
lobby/playerinfo_en|1|5|7|1|1|2,防,방
lobby/playerinfo_en|1|5|7|1|1|4,速,속
lobby/playerinfo_en|1|5|7|1|1|6,運,운
lobby/playerinfo_en|1|5|7|1|1|8|0,攻,공
lobby/playerinfo_en|1|5|7|1|1|8|1,防,방
lobby/playerinfo_en|1|5|7|1|1|8|2,速,속
lobby/playerinfo_en|1|5|7|1|1|8|3,運,운
lobby/playerinfo_en|1|5|7|1|1|9|0,スタイル,스타일
lobby/playerinfo_en|1|5|7|1|2|6,4,4
lobby/playerinfo_en|1|5|7|1|2|6|0,位,위
lobby/playerinfo_en|1|5|7|1|2|7,3,3
lobby/playerinfo_en|1|5|7|1|2|7|0,位,위
lobby/playerinfo_en|1|5|7|1|2|8,2,2
lobby/playerinfo_en|1|5|7|1|2|8|0,位,위
lobby/playerinfo_en|1|5|7|1|2|9,1,1
lobby/playerinfo_en|1|5|7|1|2|9|0,位,위
lobby/playerinfo_en|1|5|7|1|2|10|0,対戦記録,대전기록
lobby/playerinfo_en|1|5|7|1|3|0|0,対戦詳細,대전상세
lobby/playerinfo_en|1|5|7|1|4|0|2,東風戦,동풍전
lobby/playerinfo_en|1|5|7|1|4|1|0,一位率,1위율
lobby/playerinfo_en|1|5|7|1|4|1|2,二位率,2위율
lobby/playerinfo_en|1|5|7|1|4|1|4,三位率,3위율
lobby/playerinfo_en|1|5|7|1|4|1|6|0,四位率,4위율
lobby/playerinfo_en|1|5|7|1|4|1|7|0,飛び率,들통율
lobby/playerinfo_en|1|5|7|1|4|1|8,対戦数,대전 수
lobby/playerinfo_en|1|5|7|1|4|1|10,平均和了,평균타점
lobby/playerinfo_en|1|5|7|1|4|1|12,平均順位,평균순위
lobby/playerinfo_en|1|5|7|1|4|1|14,最大連荘,최대연짱
lobby/playerinfo_en|1|5|7|1|4|1|16,和了巡数,화료 순
lobby/playerinfo_en|1|5|7|1|4|1|18,和了率,화료율
lobby/playerinfo_en|1|5|7|1|4|1|20,ツモ率,쯔모율
lobby/playerinfo_en|1|5|7|1|4|1|22,放銃率,방총률
lobby/playerinfo_en|1|5|7|1|4|1|24,副露率,후로율
lobby/playerinfo_en|1|5|7|1|4|1|26,立直率,리치율
lobby/playerinfo_en|1|5|7|1|5|0|2,半荘戦,반장전
lobby/playerinfo_en|1|5|7|1|5|1|0,一位率,1위율
lobby/playerinfo_en|1|5|7|1|5|1|2,二位率,2위율
lobby/playerinfo_en|1|5|7|1|5|1|4,三位率,3위율
lobby/playerinfo_en|1|5|7|1|5|1|6|0,四位率,4위율
lobby/playerinfo_en|1|5|7|1|5|1|7|0,飛び率,들통율
lobby/playerinfo_en|1|5|7|1|5|1|8,対戦数,대전 수
lobby/playerinfo_en|1|5|7|1|5|1|10,平均和了,평균타점
lobby/playerinfo_en|1|5|7|1|5|1|12,平均順位,평균순위
lobby/playerinfo_en|1|5|7|1|5|1|14,最大連荘,최대연짱
lobby/playerinfo_en|1|5|7|1|5|1|16,和了巡数,화료 순
lobby/playerinfo_en|1|5|7|1|5|1|18,和了率,화료율
lobby/playerinfo_en|1|5|7|1|5|1|20,ツモ率,쯔모율
lobby/playerinfo_en|1|5|7|1|5|1|22,放銃率,방총률
lobby/playerinfo_en|1|5|7|1|5|1|24,副露率,후로율
lobby/playerinfo_en|1|5|7|1|5|1|26,立直率,리치율
lobby/playerinfo_en|1|5|7|1|6|0|2,役達成回数,역 완성 횟수
lobby/playerinfo_en|1|5|7|1|7|0|2,ローカル役達成回数,로컬 역 완성 횟수
lobby/pop_buy_multi|0|6|0,購入,구입
lobby/pop_buy_multi|0|7|0,価格,가격
lobby/pop_buy_multi|0|8|0,残り,잔여
lobby/pop_buy_multi|0|9,毎月更新されます,매월 갱신됩니다
lobby/pop_buy_multi|0|10|0,価格,가격
lobby/pop_buy_single|0|6|0,購入,구입
lobby/pop_buy_single|0|7|0,価格,가격
lobby/rank|0|2|0|0|4,pt,pt
lobby/rank|0|4|1|7,pt,pt
lobby/rank|0|5|0|0,4人戦,4인전
lobby/rank|0|5|1|0,3人戦,3인전
lobby/recharge|0|0,商店,상점
lobby/recharge|1|0|0|0,雑貨,잡화
lobby/recharge|1|0|1|0,願いの小屋,소원의 소옥
lobby/recharge|1|0|2|0,星の小屋,별의 소옥
lobby/recharge|1|0|3|0,お祈り小屋,기도의 소옥
lobby/recharge|1|0|4|0,祈願,기원
lobby/recharge|1|2|0|1,称号効果,칭호 효과
lobby/recharge|1|2|6|0,現在,현재
lobby/recharge|1|2|8|0,受け取る,수령
lobby/recharge|1|2|9|0|1,契約効果,계약효과
lobby/recharge|2|0|6|0,購入,구입
lobby/recharge|2|0|7|0,価格,가격
lobby/shilian/shilian|2|2,試練の道,시련의 길
lobby/shilian/shilian|3|0|2|0|3,報酬:,보상:
lobby/shilian/shilian|3|0|2|0|4,残り対局数:,남은 대국 수 :
lobby/shilian/shilian|3|0|2|1|3,報酬:,보상:
lobby/shilian/shilian|3|0|2|1|4,残り対局数:,남은 대국 수:
lobby/shilian/shilian|3|2|4|1,今週の報酬,주간 보상
lobby/shilian/shilian|3|3|6,未完成の課題を選択し完成させます。ほかの部分をクリックで取り消します。,달성하지 못한 퀘스트를 선택하면 완료로 변경할 수 있습니다. 다른 곳을 클릭하여 취소할 수 있습니다.
lobby/shilian/shilian|4|2,Tap to continue,터치하여 계속
lobby/shilian/shilian_level_info|0|2,試練階級について,시련등급에 대해
lobby/shilian/shilian_rank|0|1,試練ランキング,시련 랭킹
lobby/shilian/shilian_rank|0|5|1,友人ランキング,친구랭킹
lobby/shilian/shilian_reward|0|2,試練階級報酬受取,시련등급 달성 보상
lobby/shilian/shilian_reward|0|4|0|0|2|1|4,交換済,교환완료
lobby/shop|0|0|0|0,洋服屋,코스튬
lobby/shop|0|0|1|0,福袋小屋,복의 소옥
lobby/shop|0|0|2|0,星の小屋,별의 소옥
lobby/shop|0|0|3|0,願いの小屋,소원의 소옥
lobby/shop|0|0|4|0,雑貨,잡화
lobby/shop|0|1|1|0|0,更新,갱신
lobby/shop|0|1|1|0|1|0,更新,갱신
lobby/shop|0|1|1|2,本日の更新回数が上限に達しました,오늘의 갱신 횟수 상한에 도달했습니다
lobby/shop|0|1|2|0,重複した雀士キャラクターは願いの石に変換されます。,중복된 작사캐릭터는 소원의 돌로 변환됩니다.
lobby/shop|0|1|3|2,重複した装飾品は星の石に変換されます。,중복된 장식품는 별의 돌로 변환됩니다.
lobby/shop|0|1|4|1,贈り物を奉納すると星のかけらが入手できます,선물을 봉납하면 별 가루를 획득할 수 있습니다
lobby/shop|0|2|0|0|6|2|0,購入,구입
lobby/shop|0|2|3,完売しました。,매진되었습니다.
lobby/shop|1|0,雑貨屋,잡화점
lobby/shop_lobby_yulan|1|2|2|0,購入,구입
lobby/shop_pack_detail|0|5|0,未所持商品の合計価格:,소지하지 않은 물품의 가격 :
lobby/shop_pack_detail|0|6|0,割引率:,할인율:
lobby/shop_pack_detail|0|7|0,合計価格:,총 가격:
lobby/shop_pack_detail|0|8|0,購入,구입
lobby/shop_pack_detail|0|9,当パックに含まれる商品,이 묶음에 포함되어 있는 상품
lobby/shop_skin_yulan|2|0|2|0,購入,구입
lobby/sign|1|2,毎日お祈り,매일 기원
lobby/sign|1|3|4|0,第,제
lobby/sign|1|3|4|1,日,일
lobby/sign|1|4|4|0,第,제
lobby/sign|1|4|4|1,日,일
lobby/sign|1|5|0,受け取る,수령
lobby/sign|1|5|2,交換済,교환완료
lobby/sushe_select|0|1|0|0,雀士,작사
lobby/sushe_select|0|1|1|0,装飾品,장식품
lobby/sushe_select|0|2|1|0|1,1,1
lobby/sushe_select|0|2|1|1|1,2,2
lobby/sushe_select|0|2|1|2|1,3,3
lobby/sushe_select|0|2|1|3|1,4,4
lobby/sushe_select|0|2|1|4|1,5,5
lobby/sushe_select|0|4|0|2|0,選択中,선택중
lobby/sushe_select|0|4|0|3|0|0,使用,사용
lobby/sushe_select|0|4|0|4|0|0,保存,저장
lobby/sushe_select|0|4|1|6|0,使用可能な装飾品がありません,사용 가능한 장식품이 없습니다.
lobby/sushe_select|0|4|4|5|0,使用可能な装飾品がありません,사용 가능한 장식품이 없습니다.
lobby/sushe_select|1|0,寮舎,숙소
lobby/sushe_select_en|0|1|0|0,雀士,작사
lobby/sushe_select_en|0|1|1|0,装飾品,장식품
lobby/sushe_select_en|0|2|1|0|1,1,1
lobby/sushe_select_en|0|2|1|1|1,2,2
lobby/sushe_select_en|0|2|1|2|1,3,3
lobby/sushe_select_en|0|2|1|3|1,4,4
lobby/sushe_select_en|0|2|1|4|1,5,5
lobby/sushe_select_en|0|4|0|2|0,選択中,선택중
lobby/sushe_select_en|0|4|0|3|0|0,使用,사용
lobby/sushe_select_en|0|4|0|4|0|0,保存,저장
lobby/sushe_select_en|0|4|1|6|0,使用可能な装飾品がありません,사용 가능한 장식품이 없습니다.
lobby/sushe_select_en|0|4|4|5|0,使用可能な装飾品がありません,사용 가능한 장식품이 없습니다.
lobby/sushe_select_en|1|0,寮舎,숙소
lobby/tangfang1|6|3|0,確認,확인
lobby/tangfang1|6|4|0,再祈願,재기원
lobby/titlebook|1|2,称号リスト,칭호목록
lobby/titlebook|1|3,獲得済み,獲得済み
lobby/titlebook|1|6,称号がありません,칭호가 없습니다.
lobby/treasure|0|0|0,10回祈願,10회 기원
lobby/treasure|0|0|1,入手,입수
lobby/treasure|0|0|3,雀士キャラクター、装飾品、または贈り物を入手できます,"작사 캐릭터, 장식품, 선물을 획득할 수 있습니다."
lobby/treasure|0|0|5|0,10回祈願,10회 기원
lobby/treasure|0|1|0,1回祈願,1회 기원
lobby/treasure|0|1|1,入手,입수
lobby/treasure|0|1|3,雀士キャラクター、装飾品、または贈り物を入手できます,"작사 캐릭터, 장식품, 선물을 획득할 수 있습니다."
lobby/treasure|0|1|5|0,1回祈願,1회 기원
lobby/treasure|0|5|0,内容一覧,구성 목록
lobby/treasure|0|6|2|0,信仰交換,신앙 교환
lobby/treasure|1|0,祈願,기원
lobby/treasure|3|4,交換したいアイテムを選択してください,교환하고 싶은 아이템을 선택해주세요
lobby/treasure|4|2|2|0|0,每次寻觅都可以获得1点,每次寻觅都可以获得1点
lobby/treasure|4|2|2|0|1,(信仰)，同时有可能获得全新的雀士及各种装扮,(信仰)，同时有可能获得全新的雀士及各种装扮
lobby/treasure|4|2|2|0|2,雀士概率：5%,작사 확률：5%
lobby/treasure|4|2|2|0|2|0,重复获取的雀士将转换为许愿石,重复获取的작사将转换为许愿石
lobby/treasure|4|2|2|0|3,装扮概率：15%,장식품 등장 확률 :15％
lobby/treasure|4|2|2|0|3|0,重复获取的装扮将转换为星之石,重复获取的装扮将转换为星之石
lobby/treasure|4|2|2|0|4,礼物概率：80%,礼物概率：80%
lobby/treasure|4|2|2|0|5,使用辉玉10连寻觅，至少会获得一个紫色礼物,使用辉玉10连寻觅，至少会获得一个紫色礼物
lobby/treasure|4|2|2|1|0,每次寻觅都可以获得1点,每次寻觅都可以获得1点
lobby/treasure|4|2|2|1|1,(信仰)，同时有可能获得全新的雀士及各种装扮,(信仰)，同时有可能获得全新的雀士及各种装扮
lobby/treasure|4|2|2|1|2,雀士概率：5%,작사 확률：5%
lobby/treasure|4|2|2|1|2|0,重复获取的雀士将转换为许愿石,重复获取的작사将转换为许愿石
lobby/treasure|4|2|2|1|3,(UP雀士占59%、其他雀士占41%),(UP雀士占59%、其他雀士占41%)
lobby/treasure|4|2|2|1|4,装扮概率：15%,장식품 등장 확률 :15％
lobby/treasure|4|2|2|1|4|0,重复获取的装扮将转换为星之石,重复获取的装扮将转换为星之石
lobby/treasure|4|2|2|1|5,(UP装扮占49%、其他装扮占51%),(UP裝扮占49%、其他裝扮占51%)
lobby/treasure|4|2|2|1|6,礼物概率：80%,礼物概率：80%
lobby/treasure|4|2|2|1|7,使用辉玉10连寻觅，至少会获得一个紫色礼物,使用辉玉10连寻觅，至少会获得一个紫色礼物
lobby/treasure|4|2|2|2|0,"Each time you summon, you can get 1","Each time you summon, you can get 1"
lobby/treasure|4|2|2|2|1,"(Faith), as well as all-new characters and decorations","(Faith), as well as all-new characters and decorations"
lobby/treasure|4|2|2|2|2,Chance to get characters: 5%,Chance to get characters: 5%
lobby/treasure|4|2|2|2|2|0,Duplicate characters will be converted to Wishing Stones,Duplicate characters will be converted to Wishing Stones
lobby/treasure|4|2|2|2|3,Chance to get decorations: 15%,Chance to get decorations: 15%
lobby/treasure|4|2|2|2|3|0,Duplicate decorations will be converted into Star Stones,Duplicate decorations will be converted into Star Stones
lobby/treasure|4|2|2|2|4,Chance to get green gift/blue gift/purple gift:  24%/51%/5%,Chance to get green gift/blue gift/purple gift:  24%/51%/5%
lobby/treasure|4|2|2|2|5,You will get at least 1 purple gift when you perform a 10-summon using Jade.,You will get at least 1 purple gift when you perform a 10-summon using Jade.
lobby/treasure|4|2|2|3|0,"Each time you summon, you can get 1","Each time you summon, you can get 1"
lobby/treasure|4|2|2|3|1,"(Faith), as well as all-new characters and decorations","(Faith), as well as all-new characters and decorations"
lobby/treasure|4|2|2|3|2,Chance to get characters: 5%,Chance to get characters: 5%
lobby/treasure|4|2|2|3|2|0,Duplicate characters will be converted to Wishing Stones,Duplicate characters will be converted to Wishing Stones
lobby/treasure|4|2|2|3|3,Chance to summon new characters: 2.95%,Chance to summon new characters: 2.95%
lobby/treasure|4|2|2|3|4,Chance to get decorations: 15%,Chance to get decorations: 15%
lobby/treasure|4|2|2|3|4|0,Duplicate decorations will be converted into Star Stones,Duplicate decorations will be converted into Star Stones
lobby/treasure|4|2|2|3|5,Chance to get new effects: 7.35%,Chance to get new effects: 7.35%
lobby/treasure|4|2|2|3|6,Chance to get green gift/blue gift/purple gift:  24%/51%/5%,Chance to get green gift/blue gift/purple gift:  24%/51%/5%
lobby/treasure|4|2|2|3|7,New characters and effects are limited-time Rate Up,New characters and effects are limited-time Rate Up
lobby/treasure|4|2|2|3|8,You will get at least 1 purple gift when you perform a 10-summon using Jade.,You will get at least 1 purple gift when you perform a 10-summon using Jade.
lobby/treasure|4|2|2|4|0,1回祈願するたびに1点,1회 기원시 1개의
lobby/treasure|4|2|2|4|1,（信仰）が入手できます。,（신앙）을 입수할 수 있습니다.
lobby/treasure|4|2|2|4|2,雀士キャラクター提供確率:5％,작사 캐릭터 등장 확률:5％
lobby/treasure|4|2|2|4|2|0,再度入手した雀士キャラクターは願いの石に変換されます。,중복 작사캐릭터는 소원의 돌로 변환됩니다.
lobby/treasure|4|2|2|4|3,装飾品提供確率:15％,장식품 등장 확률 :15％
lobby/treasure|4|2|2|4|3|0,再度入手した装飾品は星の石に変換されます。,중복 장식품은 별의 돌로 변환됩니다.
lobby/treasure|4|2|2|4|4,緑色の贈り物入手確率:24％　青色の贈り物入手確率:51％　紫色の贈り物入手確率:5％,녹색 선물 획득 확률:24％　청색 선물 획득 확률:51％　자색 선물 획득 확률:5％
lobby/treasure|4|2|2|4|5,輝石で「10回祈願」すると、紫色の贈り物を必ず1個以上獲得できます。,휘석으로 「10회 기원」시、반드시 자색 선물을 1개 이상 획득합니다.
lobby/treasure|4|2|2|5|0,1回祈願するたびに1点,1회 기원시 1개의
lobby/treasure|4|2|2|5|1,（信仰）が入手できます。,（신앙）을 입수할 수 있습니다.
lobby/treasure|4|2|2|5|2,雀士キャラクター提供確率:5％,작사 캐릭터 등장 확률:5％
lobby/treasure|4|2|2|5|3,ピックアップ雀士提供確率：全雀士の59％,픽업 작사 획득 확률：전체 작사의 59％
lobby/treasure|4|2|2|5|4,再度入手した雀士は願い石に変換されます。,중복 작사는 소원의 돌로 변환됩니다.
lobby/treasure|4|2|2|5|5,装飾品提供確率：15%,장식품 등장 확률 :15％
lobby/treasure|4|2|2|5|6,ピックアップ装飾品提供確率：全装飾品の49%,픽업 장식품 획득 확률：전체 장식품의 49%
lobby/treasure|4|2|2|5|7,再度入手した装飾品は星の石に変換されます。,중복 장식품은 별의 돌로 변환됩니다.
lobby/treasure|4|2|2|5|8,緑色の贈り物入手確率:24％　青色の贈り物入手確率:51％　紫色の贈り物入手確率:5％,녹색 선물 획득 확률:24％　청색 선물 획득 확률:51％　자색 선물 획득 확률:5％
lobby/treasure|4|2|2|5|9,輝石で「10回祈願」すると、紫色の贈り物を必ず1個以上獲得できます。,휘석으로 「10회 기원」시、반드시 자색 선물을 1개 이상 획득합니다.
lobby/treasure|4|2|2|6|0,每次尋覓都可以獲得1點,每次尋覓都可以獲得1點
lobby/treasure|4|2|2|6|1,(信仰)，同時有可能獲得全新的雀士及各種裝扮,(信仰)，同時有可能獲得全新的雀士及各種裝扮
lobby/treasure|4|2|2|6|2,雀士概率：5%,작사 확률：5%
lobby/treasure|4|2|2|6|2|0,重複獲取的雀士將轉換為許願石,重複獲取的작사將轉換為許願石
lobby/treasure|4|2|2|6|3,裝扮概率：15%,장식품 확률：15%
lobby/treasure|4|2|2|6|3|0,重複獲取的裝扮將轉換為星之石,重複獲取的裝扮將轉換為星之石
lobby/treasure|4|2|2|6|4,禮物概率：80%,禮物概率：80%
lobby/treasure|4|2|2|6|5,使用輝玉10連尋覓，至少會獲得一個紫色禮物,사용輝玉10連尋覓，至少會獲得一個紫色禮物
lobby/treasure|4|2|2|7|0,每次尋覓都可以獲得1點,每次尋覓都可以獲得1點
