location,source,target
lobby/chang_nickname|0|4|0,30日に一回のみ変更可能,30일에 1회 변경가능
lobby/chang_nickname|0|4|1,残り,잔여
lobby/chang_nickname|0|4|3,日,일
lobby/checkhuiyu|0|2,輝石詳細,휘석 상세
lobby/checkhuiyu|0|3,有償:,유료:
lobby/checkhuiyu|0|5,無償:,무료:
lobby/checkhuiyu|0|7,合計:,합계:
lobby/checkhuiyu|0|10|0,はい,예
lobby/checkhuiyu|0|11|0,購入,구입
lobby/checkpifuquan|0|2,着せ替え券詳細,스킨권 상세
lobby/checkpifuquan|0|3,有償:,유료:
lobby/checkpifuquan|0|5,無償:,무료:
lobby/checkpifuquan|0|7,合計:,합계:
lobby/checkpifuquan|0|10|0,はい,예
lobby/checkpifuquan|0|11|0,購入,구입
lobby/chunjie|1|4|1,累計駆逐回数：,누적 토벌횟수：
lobby/chunjie|1|6|2,残りHP：,남은HP：
lobby/chunjie_rank|0|2|3|1,駆逐回数,토벌 횟수
lobby/chunjie_rank|0|3|0|0|5|1,駆逐回数,토벌 횟수
lobby/chunjie_rank|0|4|0|0|0,報酬はイベント終了後にゲーム内メールにて配布します,보상은 이벤트 종료 후 게임 내 우편으로 전송됩니다.
lobby/chunjie_rank|0|4|0|0|1|1,順位,랭킹
lobby/chunjie_rank|0|4|0|0|1|2,報酬,보상
lobby/chunjie_rank|0|4|0|0|2|3,順位,랭킹
lobby/create_room|0|0|1|0|1|0|0|0,4人,4인
lobby/create_room|0|0|1|0|1|0|1|0,3人,3인
lobby/create_room|0|0|1|0|1|0|2|0,ドラさんモード,3도라 모드
lobby/create_room|0|0|1|0|1|0|3|0,闇夜の戦,암야전투 
lobby/create_room|0|0|1|0|1|0|4|0,赤血の戦,적혈전투
lobby/create_room|0|0|1|0|1|0|5|0,修羅の戦,아수라장
lobby/create_room|0|0|1|0|1|0|6|0,幻界の戦,환계전투
lobby/create_room|0|0|1|1|1|0,一局戦,단판전
lobby/create_room|0|0|1|1|2|0,東風戦,동풍전
lobby/create_room|0|0|1|1|3|0,半荘戦,반장전
lobby/create_room|0|0|1|1|4|0,CPU戦,CPU전
lobby/create_room|0|0|1|2|1|0,3+5秒,3+5초
lobby/create_room|0|0|1|2|2|0,5+10秒,5+10초
lobby/create_room|0|0|1|2|3|0,5+20秒,5+20초
lobby/create_room|0|0|1|2|4|0,60+0秒,60+0초
lobby/create_room|0|0|1|2|5|0,300+0秒,300+0초
lobby/create_room|0|0|1|3|1|0,正常,정상
lobby/create_room|0|0|1|3|2|0,国士无双,국사무쌍
lobby/create_room|0|0|1|3|3|0,顺子,슌쯔
lobby/create_room|0|0|1|3|4|0,四暗刻,스안커
lobby/create_room|0|0|1|3|5|0,三暗杠,三暗杠
lobby/create_room|0|0|1|4|1|0,正常,정상
lobby/create_room|0|0|1|4|2|0,5张,5张
lobby/create_room|0|0|1|4|3|0,12张,12张
lobby/create_room|0|0|1|5|1|0,無効,없음
lobby/create_room|0|0|1|5|2|0,有効,있음
lobby/create_room|0|0|1|7|2,100単位、最大200000まで,"100단위, 최대 200000까지"
lobby/create_room|0|0|1|8|2,100単位、最大200000まで、配原より大きくなければなりません,"100단위, 최대 200000까지、시작점수보다 높아야합니다."
lobby/create_room|0|0|1|8|3,オーラス時、1位がこの点数以下の場合南入/西入,최종국일때 1위가 이 점수 미만이면 남장/서장에 돌입합니다.
lobby/create_room|0|0|1|9|1|0,有効,있음
lobby/create_room|0|0|1|9|2|0,無効,없음
lobby/create_room|0|0|1|10|1|0,無効,없음
lobby/create_room|0|0|1|10|2|0,有効,있음
lobby/create_room|0|0|1|11|1|0,赤無し,적도라 없음
lobby/create_room|0|0|1|11|2|0,赤ドラ3,적도라3
lobby/create_room|0|0|1|11|3|0,赤ドラ4,적도라4
lobby/create_room|0|0|1|12|1|0,有効,있음
lobby/create_room|0|0|1|12|2|0,無効,없음
lobby/create_room|0|0|1|13|1|0,一飜縛り,한판묶기
lobby/create_room|0|0|1|13|2|0,二飜縛り,두판묶기
lobby/create_room|0|0|1|13|3|0,四飜縛り,네판묶기
lobby/create_room|0|0|1|14|1|0,有効,있음
lobby/create_room|0|0|1|14|2|0,無効,없음
lobby/create_room|0|0|1|15|1|0,無効,없음
lobby/create_room|0|0|1|15|2|0,有効,있음
lobby/create_room|0|0|1|16|1|0,簡単,간단
lobby/create_room|0|0|1|16|2|0,普通,보통
lobby/create_room|0|0|1|17|1|0,無効,없음
lobby/create_room|0|0|1|17|2|0,有効,있음
lobby/create_room|0|0|1|20|1|0,关鹫巢,4인
lobby/create_room|0|0|1|21|1|0,关暗牌,3+5초
lobby/create_room|0|1|2,ルーム作成,방 만들기
lobby/delete_account|0|2,英字で「DELETE」と入力して、【アカウント削除】の操作を続けてください（半角大文字限定）,영문으로「DELETE」를 입력하고 「계정 삭제」를 진행해주세요. (반각 대문자 한정)
lobby/delete_account|0|3|0,アカウント削除,계정 삭제
lobby/delete_account|0|4|0,いいえ,아니오
lobby/diamond_less|0|2,輝石が足りません,휘석이 부족합니다
lobby/diamond_less|0|4|0,購入,구입
lobby/diamond_less|0|5|0,いいえ,아니오
lobby/diamond_less|0|6,輝石が足りません。購入しますか？,휘석이 부족합니다. 구입하시겠습니까?
lobby/force_update|0|2,アップデート内容を検出しました、再接続を行ってください。,업데이트 내용이 확인되었습니다. 다시 접속해주세요.
lobby/force_update|0|3|0,はい,예
lobby/friend|0|1|0,友人,친구
lobby/friend|1|1|0|0,友人リスト,친구목록
lobby/friend|1|1|1|0,友人申請,친구신청
lobby/friend|1|1|2|0,友人検索,친구검색
lobby/friend|1|2|1|0,検索,검색
lobby/friend|1|2|2|0|0|0|1|0,申請,신청
lobby/friend|1|2|2|0|0|0|5,申請済,신청済
lobby/friend|1|2|2|0|0|1|1|0,申請,신청
lobby/friend|1|2|2|0|0|1|5,申請済,신청済
lobby/friend|1|2|3,検索結果がありません。,검색 결과가 없습니다.
lobby/friend|1|3|0|0|0|1|0,詳細,상세
lobby/friend|1|3|0|0|0|2|0,削除,삭제
lobby/friend|1|3|0|0|0|8|0,観戦,관전
lobby/friend|1|3|1,友人がいません,친구가 없습니다.
lobby/friend|1|3|3,友人数上限,최대 친구 수
lobby/friend|1|4|0|0|0|1|0,詳細,상세
lobby/friend|1|4|0|0|0|2|0,同意,수락
lobby/friend|1|4|0|0|0|3|0,拒否,거절
lobby/friend|1|4|1,申請がありません,신청이 없습니다.
lobby/friend|1|5|0,プレイヤーID：,플레이어ID：
lobby/info|0|4,まだ何もありません。,아무 것도 없습니다.
lobby/info|0|6,告知,알림
lobby/lobby|3|1|0|0|0|0|3,初心者、雀士,초심자、작사
lobby/lobby|3|1|0|0|1|0|3,雀士、雀傑,작사、작걸
lobby/lobby|3|1|0|0|2|0|3,雀傑、雀豪,작걸、작호
lobby/lobby|3|1|0|0|3|0|3,雀豪、雀聖,작호、작성
lobby/lobby|3|1|0|0|4|0|3,雀聖以上,작성 이상
lobby/lobby|3|2|0|0|3,無料,무료
lobby/lobby|3|2|0|1|3,無料,무료
lobby/lobby|3|4|0|0|0|2,接続数：,접속수：
lobby/lobby|3|4|0|0|0|4|0,予約中,찾는 중
lobby/lobby|3|4|0|0|1|2,接続数：,접속수：
lobby/lobby|3|4|0|0|1|4|0,予約中,찾는 중
lobby/lobby|3|4|0|0|2|2,接続数：,접속수：
lobby/lobby|3|4|0|0|2|4|0,予約中,찾는 중
lobby/lobby|3|4|0|0|3|2,接続数：,접속수：
lobby/lobby|3|4|0|0|3|4|0,予約中,찾는 중
lobby/lobby|5|3|0,順位,랭킹
lobby/lobby|5|4|0,告知,알림
lobby/lobbychat|0|1|0|2|0|0,送信,송신
lobby/match_lobby|0|0,大会ロビー,대회 대기실
lobby/match_lobby|1|0|1|0,検索,검색
lobby/match_lobby|1|0|2|0,大会IDで検索,대회 ID로 검색
lobby/match_lobby|1|1|0,フォロー中の大会,팔로우 중인 대회
lobby/match_lobby|1|3|0|2,フォロー中,팔로우 중
lobby/match_lobby|1|3|0|5,開始前,개최 전
lobby/match_lobby|1|3|0|5|0,開始時間：,시작시간：
lobby/match_lobby|1|3|0|7,開催中,개최 중
lobby/match_lobby|1|3|0|7|0,終了時間：,종료시간：
lobby/match_lobby|1|3|0|8,終了,종료
lobby/match_lobby|1|3|0|8|0,終了時間：,종료시간：
lobby/match_lobby|1|3|0|9|0|0,詳細,상세
lobby/match_lobby|1|4,まだ何もありません。,아무 것도 없습니다.
lobby/match_lobby|1|7|0,プレイヤーID：,플레이어ID：
lobby/match_lobby|2|0|5|0,戻る,이전
lobby/match_lobby|2|0|6|0,入場,참가
lobby/match_lobby|2|0|7,まだ何もありません。,아무 것도 없습니다.
lobby/match_room|0|0,大会,대회
lobby/match_room|1|0|0|0,ホーム,메인
lobby/match_room|1|0|1|0,大会牌譜,대회 패보
lobby/match_room|1|0|2|0,大会観戦,대회 관전
lobby/match_room|1|1|0|0|0|2,GMメッセージ,GM메세지
lobby/match_room|1|1|0|0|2|0|0,送信,송신
lobby/match_room|1|1|0|0|10,まだ何もありません。,아무 것도 없습니다.
lobby/match_room|1|1|0|1|0,チャット,채팅
lobby/match_room|1|1|0|2|0,お知らせ,공지
lobby/match_room|1|1|0|4,该功能正在维护。。。,该功能正在维护。。。
lobby/match_room|1|1|1|1,大会時間,대회시간
lobby/match_room|1|1|1|2,開始時間：,시작시간：
lobby/match_room|1|1|1|3,終了時間：,종료시간：
lobby/match_room|1|1|1|4,大会ルール,대회 룰
lobby/match_room|1|1|1|5,順位,랭킹
lobby/match_room|1|1|1|8,最近5戦の結果：,최근 5전의 결과：
lobby/match_room|1|1|1|9,対局数：,대국 수：
lobby/match_room|1|1|1|10|0,対戦準備,대전 준비
lobby/match_room|1|1|1|11,接続数：,접속수：
lobby/match_room|1|1|1|13|0|0,詳細,상세
lobby/match_room|1|1|3|0,フォロー,팔로우
lobby/match_room|1|2|1,まだ何もありません。,아무 것도 없습니다.
lobby/match_room|1|3|1|0|1|1,1,1
lobby/match_room|1|3|1|0|1|4,位,위
lobby/match_room|1|3|1|0|2|1,2,2
lobby/match_room|1|3|1|0|2|4,位,위
lobby/match_room|1|3|1|0|3|1,3,3
lobby/match_room|1|3|1|0|3|4,位,위
lobby/match_room|1|3|1|0|4|1,4,4
lobby/match_room|1|3|1|0|4|4,位,위
lobby/match_room|1|3|1|0|6,対戦時間,대전 시간
lobby/match_room|1|3|1|0|7|0,詳細,상세
lobby/match_room|1|3|1|0|8|0,シェア,공유
lobby/match_room|1|3|2|0,その他の牌譜,그 밖의 패보
lobby/match_room|1|3|5,まだ何もありません。,아무 것도 없습니다.
lobby/match_room|2|0|3,ルール詳細,룰 상세
lobby/match_room|2|0|4|0,戻る,이전
lobby/match_room|2|1|3,ルール詳細,룰 상세
lobby/match_room|2|1|4|0,戻る,이전
lobby/match_room|3|0|2,牌譜IDを入力してください,패보 ID를 입력해주세요
lobby/match_room|3|0|3|0,確認,확인
lobby/match_room|3|0|6|1,匿名シェア,익명공유
lobby/match_room|4|0|2,条件に合いません,조건에 맞지 않습니다.
lobby/match_room|4|0|3,参加資格がありません,참가자격이 없습니다.
lobby/match_room|4|0|4|0,戻る,이전
lobby/match_shilian|0|1,试炼之道,试炼之道
lobby/match_shilian|0|2|2,9999999,9999999
lobby/match_shilian|0|3|2,9999999,9999999
lobby/match_shilian|1|0|0|0|1|1,起点 99999,起点 99999
lobby/match_shilian|1|0|0|0|1|2,返点 99999,返点 99999
lobby/match_shilian|1|0|0|0|1|3|0|1,×999999,×999999
lobby/match_shilian|1|0|1|0|1|1,起点 99999,起点 99999
lobby/match_shilian|1|0|1|0|1|2,返点 99999,返点 99999
lobby/match_shilian|1|0|1|0|1|4|0|1,×999999,×999999
lobby/match_shilian|1|0|2|0|1|1,起点 99999,起点 99999
lobby/match_shilian|1|0|2|0|1|2,返点 99999,返点 99999
lobby/match_shilian|1|0|2|0|1|4|0|1,×999999,×999999
lobby/match_shilian|1|0|3|0|1|1,起点 99999,起点 99999
lobby/match_shilian|1|0|3|0|1|2,返点 99999,返点 99999
lobby/match_shilian|1|0|3|0|1|4|0|1,×999999,×999999
lobby/match_shilian|1|0|4|0|1|1,起点 99999,起点 99999
lobby/match_shilian|1|0|4|0|1|2,返点 99999,返点 99999
lobby/match_shilian|1|0|4|0|1|4|0|1,×999999,×999999
lobby/match_shilian|1|1|0|0,通过的试炼越多奖励越好,通过的试炼越多奖励越好
lobby/match_shilian|1|1|0|1,在试炼中点数降到0点以下将会失败,시련 도중 0점 이하로 떨어지면 탈락합니다
lobby/match_shilian|2|0|1,×999999,×999999
lobby/match_ticket|0|2,入场方式选择,入场方式选择
lobby/match_ticket|0|3|0,消耗,소모
lobby/match_ticket|0|3|0|0,99999,99999
lobby/match_ticket|0|4|0,消耗,소모
lobby/match_ticket|0|4|0|0,99999,99999
lobby/match_ticket|0|5,拥有试炼券,拥有试炼券
lobby/match_ticket|0|5|0,9999,9999
lobby/match_ticket|0|6,拥有铜币,拥有铜币
lobby/match_ticket|0|6|0,9999,9999
lobby/match_ticket|0|7,试炼券可以通过活动获取,试炼券可以通过活动获取
lobby/nianshou/nianshou_help|1|1|3,食材をタップして贈与できます,재료를 터치하여 선물할 수 있습니다.
lobby/nianshou/nianshou_main|1|11|1|1,進行度,진행도
lobby/nianshou/nianshou_send_confirm|1|6|0,に贈りますか？,에게 보내시겠습니까?
lobby/nickname|0|2,プレイヤー名を入力してください,플레이어명를 입력해주세요
lobby/nickname|0|4,プレイヤー名（1-7文字）,플레이어명（1-7 글자）
lobby/nickname|0|6,使用可能,사용가능
lobby/nickname|0|7,使用不可,사용불가
lobby/nickname|0|8|1,確認,확인
lobby/nickname|0|9,Cannot contain empty spaces and special characters,Cannot contain empty spaces and special characters
lobby/nickname|1|2,チュートリアル,튜토리얼
lobby/nickname|1|3,雀魂道館へようこそ！,작혼 수련관에 어서오세요!
lobby/nickname|1|4,プレイヤー名,플레이어명
lobby/nickname|1|5,麻雀の基本ルールはご存知でしょうか？,마작의 기본 룰은 알고 계신가요?
lobby/nickname|1|6,まずは簡単な立直から始めましょう。,우선 간단한 리치부터 시작해봅시다.
lobby/nickname|1|7|0|0,大丈夫,괜찮아
lobby/nickname|1|8|0|0,はい,예
lobby/nickname|2|1,ゲーム終了,게임종료
lobby/number_input|0|2,ルーム参加,방 참가
lobby/number_input|0|3|0,確認,확인
lobby/number_input|0|6|0|1,1,1
lobby/number_input|0|6|1|1,2,2
lobby/number_input|0|6|2|1,3,3
lobby/number_input|0|6|3|1,4,4
lobby/number_input|0|6|4|1,5,5
lobby/number_input|0|6|5|1,6,6
lobby/number_input|0|6|6|1,7,7
lobby/number_input|0|6|7|1,8,8
lobby/number_input|0|6|8|1,9,9
lobby/number_input|0|6|9|1,C,C
lobby/number_input|0|6|10|1,0,0
lobby/ob|0|0,対戦データがありません,대전 데이터가 없습니다.
lobby/ob|0|6|0,友人がいる対戦のみ表示,친구만 표시
lobby/ob|0|7|1,更新,갱신
lobby/ob|1|0,観戦,관전
lobby/openbox|1|3,好きな贈り物をお選びください,선물을 선택해주세요.
lobby/openbox|1|5|0,はい,예
lobby/openskin|1|3,着せ替え衣装をお選びください。2回タップすると詳細を確認できます。,스킨을 선택해주세요. 2번 터치하면 상세 정보를 확인할 수 있습니다.
lobby/openskin|1|5|0,はい,예
lobby/page_sign_chs|1|1|1,確認,확인
lobby/page_sign_chs|1|2|1,参拝,참배
lobby/page_sign_chs|1|3,6.15 6:00 - 6.22 5:59,6.15. 6:00 - 6.22.5:59
lobby/page_sign_chs_t|1|1|1,確認,확인
lobby/page_sign_chs_t|1|2|1,参拝,참배
lobby/page_sign_chs_t|1|3,6.15 6:00 - 6.22 5:59,6.15. 6:00 - 6.22.5:59
lobby/page_sign_en|1|1|1,確認,확인
lobby/page_sign_en|1|2|1,参拝,참배
lobby/page_sign_en|1|3,6.15 6:00 - 6.22 5:59,6.15. 6:00 - 6.22.5:59
lobby/page_sign_jp|1|1|1,確認,확인
lobby/page_sign_jp|1|2|1,参拝,참배
lobby/page_sign_jp|1|3,6.15 6:00 - 6.22 5:59,6.15. 6:00 - 6.22.5:59
lobby/paipu|0|1|0,牌譜,패보
lobby/paipu|1|4|0|1|1,1,1
lobby/paipu|1|4|0|1|4,位,위
lobby/paipu|1|4|0|2|1,2,2
lobby/paipu|1|4|0|2|4,位,위
lobby/paipu|1|4|0|3|1,3,3
lobby/paipu|1|4|0|3|4,位,위
lobby/paipu|1|4|0|4|1,4,4
lobby/paipu|1|4|0|4|4,位,위
lobby/paipu|1|4|0|7|0,詳細,상세
lobby/paipu|1|4|0|8|0,シェア,공유
lobby/paipu|1|5|0,その他の牌譜,그 밖의 패보
lobby/paipu|1|6,ブクマ上限:,즐겨찾기 상한:
lobby/paipu|1|7|0|1,一覧,일람
lobby/paipu|1|7|1|1,マッチング,매칭
lobby/paipu|1|7|2|1,友人戦,친선전
lobby/paipu|1|7|3|1,大会戦,대회전
lobby/paipu|1|7|4|1,保存,저장
lobby/paipu|1|8,まだ何もありません。,아무 것도 없습니다.
lobby/paipu|2|3,牌譜IDを入力してください,패보 ID를 입력해주세요
lobby/paipu|2|4|0,確認,확인
lobby/paipu|2|7|1,匿名シェア,익명공유
lobby/paipu|3|1|2,ブックマーク,즐겨찾기
lobby/paipu|3|1|3|0,保存,저장
lobby/paipu|3|1|5,コメントが長すぎます,코멘트가 너무 깁니다.
lobby/paipu|3|1|6,牌譜のタイトルを入力してください,패보의 제목을 입력해주세요
lobby/payment/buy_yueka_chs|0|3,支払方法を選択してください,결제 방법을 선택해주세요.
lobby/payment/buy_yueka_chs|0|4,商品名：,상품명：
lobby/payment/buy_yueka_chs|0|6,説明,설명
lobby/payment/buy_yueka_chs|0|8,価格：,가격 : 
lobby/payment/buy_yueka_en|0|3,支払方法を選択してください,결제 방법을 선택해주세요.
lobby/payment/buy_yueka_en|0|4,商品名：,상품명：
lobby/payment/buy_yueka_en|0|6,説明,설명
lobby/payment/buy_yueka_en|0|8,価格：,가격：
lobby/payment/buy_yueka_en|0|10,契約ポイント:,계약 포인트:
lobby/payment/choose_method_chs|0|3,支払方法を選択してください,결제 방법을 선택해주세요.
lobby/payment/choose_method_chs|0|4,商品名：,상품명：
lobby/payment/choose_method_chs|0|6,価格：,가격 : 
lobby/payment/choose_method_chs_t|0|3,支払方法を選択してください,결제 방법을 선택해주세요.
lobby/payment/choose_method_chs_t|0|4,商品名：,상품명：
lobby/payment/choose_method_chs_t|0|6,価格：,가격 : 
lobby/payment/choose_method_en|0|3,支払方法を選択してください,결제 방법을 선택해주세요.
lobby/payment/choose_method_en|0|4,商品名：,상품명 : 
lobby/payment/choose_method_en|0|6,価格：,가격 : 
lobby/payment/choose_method_en|0|8,契約ポイント:,계약 포인트:
lobby/payment/creditcard|0|2,クレジットカード,신용카드
lobby/payment/creditcard|0|3|1,カード番号,카드번호
lobby/payment/creditcard|0|3|3,14～16桁の半角数字をハイフンやスペースをいれずに入力してください,14～16자리 반각숫자를 특수문자나 띄어쓰기 없이 입력해주세요.
lobby/payment/creditcard|0|4|0,有効期限,유효기간
lobby/payment/creditcard|0|4|1|0,月,월
lobby/payment/creditcard|0|4|2|0,年,년
lobby/payment/creditcard|0|4|3,月をお選びください,월을 선택해주세요.
lobby/payment/creditcard|0|4|4,年をお選びください,나이를 선택해주세요
lobby/payment/creditcard|0|5|0,セキュリティコード,시큐리티 코드
lobby/payment/creditcard|0|5|3,セキュリティコードは3桁(一部4桁))の数字です。,시큐리티 코드는 3자리(일부 4자리)로 이루어져 있습니다.
lobby/payment/creditcard|0|6|1,確認＆支払い,확인 및 결제
lobby/payment/creditcard|2|0|3|1,確認,확인
lobby/payment/creditcard|2|0|4,セキュリティコード,시큐리티 코드
lobby/payment/creditcard|2|0|5,"Discover,MasterCard,Visaカードの場合、背面署名欄右上に3文字印字されている","Discover,MasterCard,Visa카드의 경우 뒷면 서명란 우측에 세자리입니다."
lobby/payment/creditcard|2|0|6,American Expressカードの場合、背面署名欄右上に3文字印字されている,American Express 카드의 경우 후명 서명란 우측 상단의 3자리입니다.
lobby/payment/wxcode|0|5,商品名称：,상품명칭 : 
lobby/payment/wxcode|0|5|0,6800辉玉,6800辉玉
lobby/payment/wxcode|0|6,应付金额：,미지급금 : 
lobby/payment/wxcode|0|6|0,680.00元,680.00元
lobby/payment/wxcode|0|7,请打开,请打开
lobby/payment/wxcode|0|8,“扫一扫”扫描二维码完成支付,“扫一扫”扫描二维码完成支付
lobby/payment/wxcode|0|9,支付宝,알리페이
lobby/payment/wxcode|0|10|0|0,关闭,关闭
lobby/pifuquan_less|0|2,着せ替え券が足りません,스킨권이 부족합니다
lobby/pifuquan_less|0|4|0,購入,구입
lobby/pifuquan_less|0|5|0,いいえ,아니오
lobby/pifuquan_less|0|6,着せ替え券が足りません。購入しますか？,스킨권이 부족합니다. 구입하시겠습니까?
lobby/pipei|0|2,段位戦,등급전
lobby/pipei|0|3,予約中,찾는 중
lobby/pipei|0|4|0,いいえ,아니오
lobby/pipeichenggong|1|2,対戦準備完了,대전 준비 완료
lobby/pipeiyuyue|0|1,予約中,찾는 중
lobby/playerinfo|1|1|0,4人戦,4인전
lobby/playerinfo|1|2|0,3人戦,3인전
lobby/playerinfo|1|3|0,コメント,코멘트
lobby/playerinfo|1|4|1,コメントがありません,코멘트가 없습니다.
lobby/playerinfo|1|4|2|0|8|1|0,詳細,상세
lobby/playerinfo|1|4|5|3,挨拶がありません,인사말이 없습니다.
lobby/playerinfo|1|4|5|4,挨拶,인사말
lobby/playerinfo|1|5|0|5|2,/,/
lobby/playerinfo|1|5|2|1,称号確認,칭호목록
lobby/playerinfo|1|5|3|1,名前変更,이름변경
lobby/playerinfo|1|5|6|1|0,その他,그 밖에
lobby/playerinfo|1|5|6|2|0,友人戦,친선전
lobby/playerinfo|1|5|6|3|0,段位戦,등급전
lobby/playerinfo|1|5|7|1|0|0|0,ハイライト,하이라이트
lobby/playerinfo|1|5|7|1|0|3,まだありません,아직 없습니다.
lobby/playerinfo|1|5|7|1|1|0,攻,공
lobby/playerinfo|1|5|7|1|1|2,防,방
lobby/playerinfo|1|5|7|1|1|4,速,속
lobby/playerinfo|1|5|7|1|1|6,運,운
lobby/playerinfo|1|5|7|1|1|8|0,攻,공
lobby/playerinfo|1|5|7|1|1|8|1,防,방
lobby/playerinfo|1|5|7|1|1|8|2,速,속
lobby/playerinfo|1|5|7|1|1|8|3,運,운
lobby/playerinfo|1|5|7|1|1|9|0,スタイル,스타일
lobby/playerinfo|1|5|7|1|2|6,4,4
lobby/playerinfo|1|5|7|1|2|6|0,位,위
lobby/playerinfo|1|5|7|1|2|7,3,3
lobby/playerinfo|1|5|7|1|2|7|0,位,위
lobby/playerinfo|1|5|7|1|2|8,2,2
lobby/playerinfo|1|5|7|1|2|8|0,位,위
lobby/playerinfo|1|5|7|1|2|9,1,1
lobby/playerinfo|1|5|7|1|2|9|0,位,위
lobby/playerinfo|1|5|7|1|2|10|0,対戦記録,대전기록
lobby/playerinfo|1|5|7|1|3|0|0,対戦詳細,대전상세
lobby/playerinfo|1|5|7|1|4|0|2,東風戦,동풍전
lobby/playerinfo|1|5|7|1|4|1|0,一位率,1위율
lobby/playerinfo|1|5|7|1|4|1|2,二位率,2위율
lobby/playerinfo|1|5|7|1|4|1|4,三位率,3위율
lobby/playerinfo|1|5|7|1|4|1|6|0,四位率,4위율
lobby/playerinfo|1|5|7|1|4|1|7|0,飛び率,들통률
lobby/playerinfo|1|5|7|1|4|1|8,対戦数,대전 수
lobby/playerinfo|1|5|7|1|4|1|10,平均和了,평균타점
lobby/playerinfo|1|5|7|1|4|1|12,平均順位,평균순위
lobby/playerinfo|1|5|7|1|4|1|14,最大連荘,최대연짱
lobby/playerinfo|1|5|7|1|4|1|16,和了巡数,화료 순
lobby/playerinfo|1|5|7|1|4|1|18,和了率,화료율
lobby/playerinfo|1|5|7|1|4|1|20,ツモ率,쯔모율
lobby/playerinfo|1|5|7|1|4|1|22,放銃率,방총률
lobby/playerinfo|1|5|7|1|4|1|24,副露率,후로율
lobby/playerinfo|1|5|7|1|4|1|26,立直率,리치율
lobby/playerinfo|1|5|7|1|5|0|2,半荘戦,반장전
lobby/playerinfo|1|5|7|1|5|1|0,一位率,1위율
lobby/playerinfo|1|5|7|1|5|1|2,二位率,2위율
lobby/playerinfo|1|5|7|1|5|1|4,三位率,3위율
lobby/playerinfo|1|5|7|1|5|1|6|0,四位率,4위율
lobby/playerinfo|1|5|7|1|5|1|7|0,飛び率,들통률
lobby/playerinfo|1|5|7|1|5|1|8,対戦数,대전 수
lobby/playerinfo|1|5|7|1|5|1|10,平均和了,평균타점
lobby/playerinfo|1|5|7|1|5|1|12,平均順位,평균순위
lobby/playerinfo|1|5|7|1|5|1|14,最大連荘,최대연짱
lobby/playerinfo|1|5|7|1|5|1|16,和了巡数,화료 순
lobby/playerinfo|1|5|7|1|5|1|18,和了率,화료율
lobby/playerinfo|1|5|7|1|5|1|20,ツモ率,쯔모율
lobby/playerinfo|1|5|7|1|5|1|22,放銃率,방총률
lobby/playerinfo|1|5|7|1|5|1|24,副露率,후로율
lobby/playerinfo|1|5|7|1|5|1|26,立直率,리치율
lobby/playerinfo|1|5|7|1|6|0|2,役達成回数,역 완성 횟수
lobby/playerinfo|1|5|7|1|7|0|2,ローカル役達成回数,로컬 역 완성 횟수
lobby/playerinfo|1|5|7|1|8|0|0,試練の道,시련의 길
lobby/playerinfo|1|5|7|1|8|1,まだありません,아직 없습니다.
lobby/playerinfo|1|5|9|1,実績：,업적：
lobby/playerinfo_en|1|1|0,4人戦,4인전
lobby/playerinfo_en|1|2|0,3人戦,3인전
lobby/playerinfo_en|1|3|0,コメント,코멘트
lobby/playerinfo_en|1|4|1,コメントがありません,코멘트가 없습니다.
lobby/playerinfo_en|1|4|2|0|8|1|0,詳細,상세
lobby/playerinfo_en|1|4|5|3,挨拶がありません,인사말이 없습니다.
lobby/playerinfo_en|1|4|5|4,挨拶,인사말
lobby/playerinfo_en|1|5|0|5|2,/,/
lobby/playerinfo_en|1|5|2|1,称号確認,칭호목록
lobby/playerinfo_en|1|5|3|1,名前変更,이름변경
lobby/playerinfo_en|1|5|6|1|0,その他,그 밖에
lobby/playerinfo_en|1|5|6|2|0,友人戦,친선전
lobby/playerinfo_en|1|5|6|3|0,段位戦,등급전
lobby/playerinfo_en|1|5|7|1|0|0|0,ハイライト,하이라이트
lobby/playerinfo_en|1|5|7|1|0|3,まだありません,아직 없습니다.
lobby/playerinfo_en|1|5|7|1|1|0,攻,공
lobby/playerinfo_en|1|5|7|1|1|2,防,방
lobby/playerinfo_en|1|5|7|1|1|4,速,속
lobby/playerinfo_en|1|5|7|1|1|6,運,운
lobby/playerinfo_en|1|5|7|1|1|8|0,攻,공
lobby/playerinfo_en|1|5|7|1|1|8|1,防,방
lobby/playerinfo_en|1|5|7|1|1|8|2,速,속
lobby/playerinfo_en|1|5|7|1|1|8|3,運,운
lobby/playerinfo_en|1|5|7|1|1|9|0,スタイル,스타일
lobby/playerinfo_en|1|5|7|1|2|6,4,4
lobby/playerinfo_en|1|5|7|1|2|6|0,位,위
lobby/playerinfo_en|1|5|7|1|2|7,3,3
lobby/playerinfo_en|1|5|7|1|2|7|0,位,위
lobby/playerinfo_en|1|5|7|1|2|8,2,2
lobby/playerinfo_en|1|5|7|1|2|8|0,位,위
lobby/playerinfo_en|1|5|7|1|2|9,1,1
lobby/playerinfo_en|1|5|7|1|2|9|0,位,위
lobby/playerinfo_en|1|5|7|1|2|10|0,対戦記録,대전기록
lobby/playerinfo_en|1|5|7|1|3|0|0,対戦詳細,대전상세
lobby/playerinfo_en|1|5|7|1|4|0|2,東風戦,동풍전
